"State,County Name, High School Diploma Only Rate 2012 - 2016, Average Unemployment Rate 2012 - 2016"
NC,Halifax County,36.1,10.54
NC,Harnett County,31.3,7.08
NC,Haywood County,28.6,7.5
NC,Henderson County,26.2,6.18
NC,Hertford County,33.0,7.24
NC,Hoke County,28.7,8.52
NC,Hyde County,41.0,7.52
NC,Iredell County,29.2,6.76
NC,Jackson County,26.8,7.4
NC,Johnston County,30.2,7.54
NC,Jones County,29.3,7.02
NC,Lee County,26.0,9.02
NC,Lenoir County,31.5,6.38
NC,Lincoln County,31.4,8.8
NC,McDowell County,35.2,7.3
NC,Macon County,30.6,6.74
NC,Madison County,30.6,8.68
NC,Martin County,36.1,6.36
NC,Mecklenburg County,18.4,8.98
NC,Mitchell County,32.6,6.52
NC,Montgomery County,32.1,5.04
NC,Moore County,24.2,7.06
NC,Nash County,33.7,8.2
NC,New Hanover County,22.2,7.56
NC,Northampton County,38.2,8.24
NC,Onslow County,29.0,8.28
NC,Orange County,15.0,7.06
NC,Pamlico County,31.1,6.02
NC,Pasquotank County,32.0,7.2
NC,Pender County,30.0,9.82
NC,Perquimans County,35.4,10.3
NC,Person County,37.4,8.22
NC,Pitt County,24.9,7.78
NC,Polk County,25.2,9.54
NC,Randolph County,34.5,7.08
NC,Richmond County,35.0,12.88
NC,Robeson County,34.4,6.76
NC,Rockingham County,36.1,6.62
NC,Rowan County,33.2,6.78
NC,Rutherford County,31.9,10.04
NC,Sampson County,33.5,6.38
NC,Scotland County,34.3,10.98
NC,Stanly County,33.9,5.84
NC,Stokes County,39.3,10.1
NC,Surry County,30.8,5.46
NC,Swain County,32.8,9.52
NC,Transylvania County,28.4,10.76
NC,Tyrrell County,39.3,5.7
NC,Union County,25.0,6.9
NC,Vance County,36.3,7.34
NC,Wake County,16.2,10.48
NC,Warren County,35.3,6.4
NC,Washington County,37.7,7.64
NC,Wayne County,29.4,2.72
NC,Wilkes County,32.9,3.18
NC,Wilson County,33.5,6.02
NC,Yadkin County,34.5,3.04
NC,Yancey County,34.4,3.86
ND,Adams County,34.0,2.84
ND,Barnes County,32.7,2.46
ND,Benson County,32.4,2.46
ND,Billings County,32.9,3.0
ND,Bottineau County,32.1,2.18
ND,Bowman County,32.6,1.8
ND,Burke County,28.6,1.88
ND,Burleigh County,23.7,5.2
ND,Cass County,20.7,5.12
ND,Cavalier County,28.3,3.12
ND,Dickey County,27.3,2.28
ND,Divide County,33.9,2.7
ND,Dunn County,32.5,2.98
ND,Eddy County,30.7,2.44
ND,Emmons County,36.6,2.68
ND,Foster County,28.6,4.3
ND,Golden Valley County,24.7,2.52
ND,Grand Forks County,25.1,3.1
ND,Grant County,37.1,4.3
ND,Griggs County,32.8,3.04
ND,Hettinger County,36.1,2.24
ND,Kidder County,35.7,4.02
ND,LaMoure County,30.4,4.44
ND,Logan County,41.6,3.28
ND,McHenry County,34.7,1.88
ND,McIntosh County,31.4,3.92
ND,McKenzie County,31.1,6.1
ND,McLean County,35.4,5.62
ND,Mercer County,29.2,4.12
ND,Morton County,31.2,3.44
ND,Mountrail County,29.5,2.58
ND,Nelson County,32.4,2.82
ND,Oliver County,32.5,3.14
ND,Pembina County,35.2,11.02
ND,Pierce County,35.4,2.26
ND,Ramsey County,31.3,4.64
ND,Ransom County,36.6,4.58
ND,Renville County,31.0,2.36
ND,Richland County,29.1,2.4
ND,Rolette County,22.3,2.28
ND,Sargent County,31.3,2.94
ND,Sheridan County,36.5,3.18
ND,Sioux County,32.2,2.9
ND,Slope County,27.8,4.44
ND,Stark County,30.8,3.02
ND,Steele County,29.8,4.12
ND,Stutsman County,34.4,1.96
ND,Traill County,26.2,10.0
ND,Walsh County,36.7,6.26
ND,Ward County,29.9,6.44
ND,Wells County,33.0,7.64
ND,Williams County,28.4,7.36
OH,Adams County,45.7,7.3
OH,Allen County,38.9,7.9
OH,Ashland County,43.1,6.06
OH,Ashtabula County,44.3,6.94
OH,Athens County,32.9,5.58
OH,Auglaize County,44.6,6.26
OH,Belmont County,42.4,5.94
OH,Brown County,47.7,8.12
OH,Butler County,33.3,7.12
OH,Carroll County,47.8,8.12
OH,Champaign County,45.4,7.4
OH,Clark County,37.1,6.12
OH,Clermont County,33.5,5.52
OH,Clinton County,42.2,6.12
OH,Columbiana County,45.4,4.44
OH,Coshocton County,49.3,6.8
OH,Crawford County,45.8,5.36
OH,Cuyahoga County,28.3,6.28
OH,Darke County,48.5,5.16
OH,Defiance County,44.6,6.22
OH,Delaware County,20.5,8.18
OH,Erie County,38.3,4.9
OH,Fairfield County,33.8,5.48
OH,Fayette County,49.4,7.5
OH,Franklin County,25.0,5.92
OH,Fulton County,42.0,4.96
OH,Gallia County,40.4,6.18
OH,Geauga County,27.0,7.22
OH,Greene County,25.2,7.06
OH,Guernsey County,42.3,8.2
OH,Hamilton County,27.0,6.9
OH,Hancock County,36.4,4.18
OH,Hardin County,48.9,8.32
OH,Harrison County,47.2,9.08
OH,Henry County,44.3,9.04
OH,Highland County,43.2,5.76
OH,Hocking County,45.3,5.5
OH,Holmes County,36.3,7.3
OH,Huron County,47.0,5.48
OH,Jackson County,42.7,5.42
OH,Jefferson County,42.2,6.58
OH,Knox County,41.1,6.72
OH,Lake County,33.5,5.06
OH,Lawrence County,41.6,7.18
OH,Licking County,36.4,6.38
OH,Logan County,49.2,4.94
OH,Lorain County,32.2,9.8
OH,Lucas County,30.4,4.06
OH,Madison County,42.0,5.64
OH,Mahoning County,37.9,10.1
OH,Marion County,43.1,6.5
OH,Medina County,31.9,8.62
OH,Meigs County,43.2,6.42
OH,Mercer County,47.8,7.48
OH,Miami County,36.0,8.78
OH,Monroe County,51.1,8.06
OH,Montgomery County,28.4,6.08
OH,Morgan County,46.7,8.04
OH,Morrow County,45.5,6.04
OH,Muskingum County,41.4,9.76
OH,Noble County,49.8,6.18
OH,Ottawa County,37.7,6.12
OH,Paulding County,49.7,4.8
OH,Perry County,44.3,7.06
OH,Pickaway County,43.3,6.8
OH,Pike County,40.7,6.1
OH,Portage County,37.2,9.54
OH,Preble County,44.8,6.28
OH,Putnam County,42.3,5.44
OH,Richland County,40.9,6.26
OH,Ross County,43.6,6.22
OH,Sandusky County,42.3,7.7
OH,Scioto County,40.6,6.18
OH,Seneca County,45.5,4.76
OH,Shelby County,43.4,5.48
OH,Stark County,37.9,8.7
OH,Summit County,32.1,5.2
OH,Trumbull County,45.2,7.34
OH,Tuscarawas County,46.4,4.98
OH,Union County,35.7,5.88
OH,Van Wert County,47.6,5.46
OH,Vinton County,46.3,5.04
OH,Washington County,41.3,7.76
OH,Wayne County,40.5,2.98
OH,Williams County,45.0,6.7
OH,Wood County,31.4,3.06
OH,Wyandot County,48.0,4.26
OK,Adair County,42.9,5.0
OK,Alfalfa County,40.1,5.6
OK,Atoka County,40.6,3.9
OK,Beaver County,37.8,5.08
OK,Beckham County,39.8,6.1
OK,Blaine County,38.1,8.18
OK,Bryan County,34.2,2.76
OK,Caddo County,41.3,3.98
OK,Canadian County,29.5,7.34
OK,Carter County,38.0,5.0
OK,Cherokee County,32.0,4.92
OK,Choctaw County,39.7,5.48
OK,Cimarron County,37.8,5.56
OK,Cleveland County,25.4,3.8
OK,Coal County,39.9,5.84
OK,Comanche County,33.6,3.58
OK,Cotton County,40.6,3.34
OK,Craig County,40.4,4.04
OK,Creek County,41.0,4.9
OK,Custer County,34.4,4.72
OK,Delaware County,36.9,3.1
OK,Dewey County,44.1,5.74
OK,Ellis County,36.1,4.16
OK,Garfield County,36.4,3.2
OK,Garvin County,43.3,8.36
OK,Grady County,39.2,7.66
OK,Grant County,35.1,4.64
OK,Greer County,37.5,5.6
OK,Harmon County,26.7,7.16
OK,Harper County,35.7,6.4
OK,Haskell County,39.2,3.24
OK,Hughes County,40.1,4.78
OK,Jackson County,26.6,8.28
OK,Jefferson County,42.1,7.66
OK,Johnston County,36.7,4.98
OK,Kay County,33.3,4.2
OK,Kingfisher County,35.8,3.88
OK,Kiowa County,37.4,4.08
OK,Latimer County,34.8,8.44
OK,Le Flore County,40.8,9.42
OK,Lincoln County,38.8,3.32
OK,Logan County,33.1,5.5
OK,Love County,43.4,5.18
OK,McClain County,34.5,4.46
OK,McCurtain County,41.8,5.88
OK,McIntosh County,40.2,4.0
OK,Major County,41.3,6.36
OK,Marshall County,34.8,6.56
OK,Mayes County,38.3,4.42
OK,Murray County,38.0,7.3
OK,Muskogee County,35.9,5.5
OK,Noble County,35.2,6.54
OK,Nowata County,43.4,6.1
OK,Okfuskee County,37.6,4.1
OK,Oklahoma County,25.3,6.52
OK,Okmulgee County,36.6,4.6
OK,Osage County,41.6,5.02
OK,Ottawa County,36.2,7.78
OK,Pawnee County,43.0,3.58
OK,Payne County,26.4,4.66
OK,Pittsburg County,36.5,7.34
OK,Pontotoc County,33.9,7.16
OK,Pottawatomie County,35.5,6.06
OK,Pushmataha County,39.1,3.74
OK,Roger Mills County,38.5,4.66
OK,Rogers County,32.9,4.66
OK,Seminole County,35.8,4.66
OK,Sequoyah County,38.4,4.54
OK,Stephens County,40.0,4.9
OK,Texas County,29.5,2.98
OK,Tillman County,36.3,4.26
OK,Wagoner County,34.8,8.36
OK,Washington County,35.1,4.94
OK,Washita County,40.9,6.12
OK,Woods County,33.4,6.76
OK,Woodward County,38.2,8.36
OR,Baker County,31.6,10.08
OR,Benton County,14.3,9.44
OR,Clackamas County,22.4,7.86
OR,Clatsop County,25.6,9.18
OR,Columbia County,32.5,7.88
OR,Coos County,32.4,10.7
OR,Crook County,36.4,9.24
OR,Curry County,27.6,5.62
OR,Deschutes County,23.6,8.38
OR,Douglas County,32.4,8.94
OR,Gilliam County,37.8,9.42
OR,Grant County,31.8,9.3
OR,Harney County,35.4,9.66
OR,Hood River County,24.9,6.98
OR,Jackson County,27.1,7.82
OR,Jefferson County,29.3,8.24
OR,Josephine County,32.3,7.46
OR,Klamath County,30.7,7.44
OR,Lake County,33.4,6.7
OR,Lane County,24.7,5.9
OR,Lincoln County,29.8,6.96
OR,Linn County,30.4,7.62
OR,Malheur County,30.1,7.18
OR,Marion County,27.1,7.4
OR,Morrow County,34.6,7.38
OR,Multnomah County,17.6,9.46
OR,Polk County,25.8,6.68
OR,Sherman County,35.9,5.62
OR,Tillamook County,33.6,5.72
OR,Umatilla County,29.0,6.4
OR,Wallowa County,32.5,4.98
OR,Wasco County,30.0,5.82
OR,Washington County,18.6,7.32
OR,Wheeler County,38.0,6.68
OR,Yamhill County,28.0,7.1
PA,Adams County,41.9,6.08
PA,Allegheny County,28.9,6.42
PA,Armstrong County,48.8,5.72
PA,Beaver County,39.1,5.56
PA,Bedford County,50.8,7.66
PA,Berks County,38.1,8.26
PA,Blair County,48.1,7.68
PA,Bradford County,48.3,4.66
PA,Bucks County,30.2,4.6
PA,Butler County,34.2,7.12
PA,Cambria County,45.5,7.98
PA,Cameron County,45.9,7.84
PA,Carbon County,46.7,6.74
PA,Centre County,31.1,6.32
PA,Chester County,22.5,4.9
PA,Clarion County,46.1,5.86
PA,Clearfield County,50.8,6.04
PA,Clinton County,46.0,5.88
PA,Columbia County,44.6,6.78
PA,Crawford County,44.9,8.7
PA,Cumberland County,33.9,8.72
PA,Dauphin County,34.0,5.84
PA,Delaware County,31.6,7.56
PA,Elk County,48.8,6.76
PA,Erie County,39.8,8.32
PA,Fayette County,50.4,7.04
PA,Forest County,54.6,7.14
PA,Franklin County,43.1,6.1
PA,Fulton County,52.4,7.08
PA,Greene County,47.7,5.04
PA,Huntingdon County,51.2,6.86
PA,Indiana County,44.1,5.48
PA,Jefferson County,51.3,6.54
PA,Juniata County,51.4,7.96
PA,Lackawanna County,37.6,6.88
PA,Lancaster County,37.4,7.12
PA,Lawrence County,44.3,6.54
PA,Lebanon County,43.3,7.0
PA,Lehigh County,33.3,8.0
PA,Luzerne County,39.2,5.02
PA,Lycoming County,40.2,4.86
PA,McKean County,47.9,6.32
PA,Mercer County,44.1,7.34
PA,Mifflin County,51.1,5.72
PA,Monroe County,36.5,8.62
PA,Montgomery County,24.6,8.14
PA,Montour County,41.5,8.12
PA,Northampton County,35.1,7.64
PA,Northumberland County,50.2,5.88
PA,Perry County,46.2,7.92
PA,Philadelphia County,33.5,7.06
PA,Pike County,34.9,6.46
PA,Potter County,47.9,7.44
PA,Schuylkill County,47.7,5.5
PA,Snyder County,45.5,6.94
PA,Somerset County,49.2,5.8
PA,Sullivan County,49.2,6.4
PA,Susquehanna County,46.6,6.8
PA,Tioga County,44.1,6.2
PA,Union County,40.9,7.28
PA,Venango County,49.3,5.82
PA,Washington County,38.8,6.64
PA,Wayne County,43.1,7.3
PA,Westmoreland County,38.5,6.88
PA,Wyoming County,47.9,8.06
PA,York County,40.6,7.26
RI,Bristol County,20.9,8.06
RI,Kent County,28.5,6.74
RI,Newport County,22.9,12.52
RI,Providence County,29.6,6.32
RI,Washington County,22.9,12.2
SC,Abbeville County,35.2,6.1
SC,Aiken County,31.0,6.4
SC,Allendale County,40.7,8.4
SC,Anderson County,31.9,5.48
SC,Bamberg County,28.6,8.9
SC,Barnwell County,35.3,10.38
SC,Beaufort County,22.7,7.7
SC,Berkeley County,30.5,9.22
SC,Calhoun County,38.6,8.44
SC,Charleston County,21.7,8.32
SC,Cherokee County,36.4,10.24
SC,Chester County,37.1,6.16
SC,Chesterfield County,41.0,7.16
SC,Clarendon County,36.5,9.52
SC,Colleton County,37.7,7.48
SC,Darlington County,35.9,9.1
SC,Dillon County,36.2,5.6
SC,Dorchester County,28.0,7.36
SC,Edgefield County,35.5,8.4
SC,Fairfield County,38.7,7.84
SC,Florence County,33.2,6.08
SC,Georgetown County,29.5,6.98
SC,Greenville County,25.3,7.82
SC,Greenwood County,29.4,7.64
SC,Hampton County,42.2,9.84
SC,Horry County,31.8,5.4
SC,Jasper County,36.0,8.4
SC,Kershaw County,35.9,11.64
SC,Lancaster County,33.3,12.08
SC,Laurens County,34.7,6.24
SC,Lee County,42.4,6.78
SC,Lexington County,28.7,11.56
SC,McCormick County,30.5,6.74
SC,Marion County,36.7,6.38
SC,Marlboro County,40.7,6.12
SC,Newberry County,35.6,6.82
SC,Oconee County,31.4,7.9
SC,Orangeburg County,34.0,9.54
SC,Pickens County,31.4,11.0
SC,Richland County,22.4,6.78
SC,Spartanburg County,29.8,2.5
SC,Sumter County,29.6,3.16
SC,Union County,39.2,5.52
SC,Williamsburg County,40.4,3.12
SC,York County,27.4,3.26
SD,Aurora County,36.0,3.18
SD,Beadle County,32.5,8.32
SD,Bennett County,30.7,3.7
SD,Bon Homme County,38.6,3.28
SD,Brookings County,26.5,3.86
SD,Brown County,32.8,4.0
SD,Brule County,29.3,3.4
SD,Buffalo County,41.4,3.38
SD,Butte County,38.1,6.06
SD,Campbell County,40.5,4.6
SD,Charles Mix County,38.0,2.92
SD,Clark County,39.9,5.14
SD,Clay County,23.8,5.36
SD,Codington County,37.7,13.4
SD,Corson County,34.9,3.0
SD,Custer County,29.9,2.74
SD,Davison County,27.1,4.76
SD,Day County,39.2,3.24
SD,Deuel County,41.4,3.68
SD,Dewey County,37.0,3.54
SD,Douglas County,37.0,2.64
SD,Edmunds County,33.0,3.44
SD,Fall River County,32.9,2.5
SD,Faulk County,33.8,3.74
SD,Grant County,43.6,2.76
SD,Gregory County,37.3,2.64
SD,Haakon County,37.7,3.06
SD,Hamlin County,44.2,3.08
SD,Hand County,33.4,5.36
SD,Hanson County,36.4,2.62
SD,Harding County,30.0,3.26
SD,Hughes County,27.9,3.08
SD,Hutchinson County,36.9,3.82
SD,Hyde County,44.2,3.64
SD,Jackson County,33.2,2.5
SD,Jerauld County,41.6,4.94
SD,Jones County,44.3,2.84
SD,Kingsbury County,37.6,3.74
SD,Lake County,32.1,4.24
SD,Lawrence County,31.2,3.56
SD,Lincoln County,21.3,6.14
SD,Lyman County,39.1,3.06
SD,McCook County,32.4,3.18
SD,McPherson County,28.8,4.18
SD,Marshall County,32.1,12.76
SD,Meade County,31.8,3.56
SD,Mellette County,40.8,3.4
SD,Miner County,38.4,3.36
SD,Minnehaha County,28.4,4.78
SD,Moody County,32.3,3.0
SD,Oglala Lakota County,27.6,3.46
SD,Pennington County,27.8,2.56
SD,Perkins County,39.5,2.84
SD,Potter County,41.6,8.34
SD,Roberts County,36.9,3.14
SD,Sanborn County,36.8,3.04
SD,Spink County,38.1,3.76
SD,Stanley County,35.1,5.42
SD,Sully County,32.9,3.12
SD,Todd County,25.0,5.7
SD,Turner County,35.3,6.7
SD,Union County,29.3,7.5
SD,Walworth County,36.5,8.7
SD,Yankton County,33.3,8.96
SD,Ziebach County,39.0,5.9
TN,Anderson County,33.2,9.28
TN,Bedford County,41.4,6.66
TN,Benton County,46.7,9.5
TN,Bledsoe County,41.4,7.48
TN,Blount County,34.5,5.66
TN,Bradley County,32.7,6.74
TN,Campbell County,42.0,8.48
TN,Cannon County,45.2,9.08
TN,Carroll County,41.2,9.14
TN,Carter County,39.4,6.62
TN,Cheatham County,37.3,7.44
TN,Chester County,38.6,7.82
TN,Claiborne County,40.6,4.94
TN,Clay County,46.7,9.06
TN,Cocke County,46.5,8.1
TN,Coffee County,37.5,6.32
TN,Crockett County,39.5,8.58
TN,Cumberland County,37.8,7.06
TN,Davidson County,23.3,8.22
TN,Decatur County,46.3,6.2
TN,DeKalb County,44.0,8.6
TN,Dickson County,44.1,6.34
TN,Dyer County,39.2,8.18
TN,Fayette County,35.3,7.88
TN,Fentress County,45.2,8.8
TN,Franklin County,39.3,7.4
TN,Gibson County,38.4,5.98
TN,Giles County,44.2,10.26
TN,Grainger County,44.8,9.08
TN,Greene County,43.4,8.5
TN,Grundy County,44.0,7.26
TN,Hamblen County,41.6,9.52
TN,Hamilton County,27.1,8.72
TN,Hancock County,40.0,7.98
TN,Hardeman County,45.9,6.88
TN,Hardin County,42.6,9.7
TN,Hawkins County,43.5,7.82
TN,Haywood County,44.5,8.92
TN,Henderson County,39.7,7.44
TN,Henry County,47.3,7.24
TN,Hickman County,41.9,5.36
TN,Houston County,45.2,9.3
TN,Humphreys County,42.5,9.82
TN,Jackson County,49.6,8.04
TN,Jefferson County,39.2,8.66
TN,Johnson County,41.6,5.36
TN,Knox County,25.9,6.56
TN,Lake County,45.6,7.4
TN,Lauderdale County,45.0,9.72
TN,Lawrence County,42.9,6.46
TN,Lewis County,42.9,6.76
TN,Lincoln County,41.2,7.88
TN,Loudon County,32.7,6.9
TN,McMinn County,43.8,5.96
TN,McNairy County,44.7,8.82
TN,Macon County,45.2,7.72
TN,Madison County,33.6,6.58
TN,Marion County,37.0,5.14
TN,Marshall County,42.1,8.72
TN,Maury County,36.0,10.1
TN,Meigs County,44.2,7.62
TN,Monroe County,43.0,8.12
TN,Montgomery County,30.5,8.46
TN,Moore County,40.5,7.92
TN,Morgan County,48.4,6.76
TN,Obion County,41.9,8.68
TN,Overton County,44.4,7.58
TN,Perry County,41.3,5.72
TN,Pickett County,42.1,5.32
TN,Polk County,41.8,11.62
TN,Putnam County,38.2,7.44
TN,Rhea County,36.9,7.04
TN,Roane County,37.4,7.26
TN,Robertson County,39.1,6.6
TN,Rutherford County,30.2,9.2
TN,Scott County,46.7,6.58
TN,Sequatchie County,39.1,5.38
TN,Sevier County,37.1,7.88
TN,Shelby County,26.8,6.98
TN,Smith County,46.8,9.0
TN,Stewart County,41.6,7.94
TN,Sullivan County,35.4,9.34
TN,Sumner County,32.2,6.98
TN,Tipton County,39.7,6.28
TN,Trousdale County,39.4,8.3
TN,Unicoi County,40.8,8.52
TN,Union County,44.7,7.54
TN,Van Buren County,48.1,4.42
TN,Warren County,43.2,5.36
TN,Wayne County,43.4,5.02
TN,Weakley County,40.2,3.9
TN,White County,46.2,6.1
TN,Williamson County,15.6,5.94
TN,Wilson County,30.4,4.7
TX,Anderson County,36.6,5.62
TX,Andrews County,35.6,5.48
TX,Angelina County,31.5,5.5
TX,Aransas County,28.4,5.1
TX,Archer County,34.6,5.1
TX,Armstrong County,26.9,4.44
TX,Atascosa County,36.1,6.58
TX,Austin County,29.2,5.92
TX,Bailey County,28.6,4.9
TX,Bandera County,30.9,3.92
TX,Bastrop County,29.7,3.62
TX,Baylor County,30.9,5.64
TX,Bee County,33.9,6.2
TX,Bell County,27.3,5.62
TX,Bexar County,25.3,4.14
TX,Blanco County,31.9,4.62
TX,Borden County,23.3,4.72
TX,Bosque County,34.9,9.44
TX,Bowie County,35.6,5.36
TX,Brazoria County,26.2,5.18
TX,Brazos County,19.6,4.66
TX,Brewster County,23.1,5.46
TX,Briscoe County,26.6,5.58
TX,Brooks County,30.3,4.9
TX,Brown County,36.6,8.56
TX,Burleson County,39.3,6.84
TX,Burnet County,31.4,3.72
TX,Caldwell County,36.1,8.04
TX,Calhoun County,33.5,3.84
TX,Callahan County,40.7,6.44
TX,Cameron County,25.0,6.0
TX,Camp County,38.1,3.66
TX,Carson County,28.1,4.82
TX,Cass County,45.0,5.84
TX,Castro County,31.8,4.54
TX,Chambers County,29.2,6.58
TX,Cherokee County,33.7,4.68
TX,Childress County,40.6,4.34
TX,Clay County,41.9,5.06
TX,Cochran County,31.9,4.82
TX,Coke County,34.8,5.08
TX,Coleman County,40.1,3.52
TX,Collin County,15.3,4.36
TX,Collingsworth County,28.2,6.06
TX,Colorado County,37.5,6.48
TX,Comal County,25.6,5.6
TX,Comanche County,36.6,5.48
TX,Concho County,27.6,5.24
TX,Cooke County,29.7,4.68
TX,Coryell County,28.2,2.86
TX,Cottle County,30.3,5.42
TX,Crane County,31.0,5.54
TX,Crockett County,34.3,3.78
TX,Crosby County,33.4,5.56
TX,Culberson County,34.9,4.58
TX,Dallam County,29.6,4.56
TX,Dallas County,22.5,7.22
TX,Dawson County,36.3,5.34
