"State,County Name, High School Diploma Only Rate 2012 - 2016, Average Unemployment Rate 2012 - 2016"
TX,Deaf Smith County,31.1,4.78
TX,Delta County,35.8,7.58
TX,Denton County,19.0,5.58
TX,DeWitt County,38.4,4.74
TX,Dickens County,31.2,5.24
TX,Dimmit County,31.4,5.12
TX,Donley County,33.9,6.54
TX,Duval County,33.1,4.66
TX,Eastland County,33.8,5.66
TX,Ector County,29.0,5.44
TX,Edwards County,28.9,3.84
TX,Ellis County,28.5,4.72
TX,El Paso County,24.3,6.66
TX,Erath County,24.2,4.6
TX,Falls County,36.4,5.0
TX,Fannin County,34.7,5.8
TX,Fayette County,37.2,6.18
TX,Fisher County,32.1,4.44
TX,Floyd County,28.4,3.68
TX,Foard County,34.0,6.08
TX,Fort Bend County,17.5,4.22
TX,Franklin County,30.6,3.68
TX,Freestone County,34.0,3.46
TX,Frio County,34.3,4.92
TX,Gaines County,28.8,4.46
TX,Galveston County,24.8,5.54
TX,Garza County,26.9,5.14
TX,Gillespie County,28.0,5.6
TX,Glasscock County,23.1,5.76
TX,Goliad County,37.6,4.62
TX,Gonzales County,33.9,8.24
TX,Gray County,32.3,6.56
TX,Grayson County,30.9,5.26
TX,Gregg County,28.5,3.06
TX,Grimes County,35.1,5.1
TX,Guadalupe County,29.9,6.96
TX,Hale County,33.8,5.6
TX,Hall County,27.5,6.14
TX,Hamilton County,33.8,2.58
TX,Hansford County,29.1,4.46
TX,Hardeman County,32.9,4.34
TX,Hardin County,38.0,3.0
TX,Harris County,23.3,6.0
TX,Harrison County,34.2,9.1
TX,Hartley County,36.9,5.6
TX,Haskell County,32.5,4.56
TX,Hays County,21.9,5.44
TX,Hemphill County,26.1,5.0
TX,Henderson County,33.8,5.58
TX,Hidalgo County,23.3,5.18
TX,Hill County,33.5,6.56
TX,Hockley County,28.6,6.18
TX,Hood County,29.9,5.34
TX,Hopkins County,36.8,3.94
TX,Houston County,37.0,4.74
TX,Howard County,33.2,4.54
TX,Hudspeth County,25.3,8.98
TX,Hunt County,34.3,3.7
TX,Hutchinson County,30.5,8.86
TX,Irion County,38.0,7.26
TX,Jack County,41.9,7.2
TX,Jackson County,33.8,5.22
TX,Jasper County,46.5,6.24
TX,Jeff Davis County,17.3,4.8
TX,Jefferson County,33.1,5.26
TX,Jim Hogg County,34.3,4.14
TX,Jim Wells County,36.2,3.94
TX,Johnson County,33.0,3.48
TX,Jones County,39.6,4.66
TX,Karnes County,37.5,4.3
TX,Kaufman County,32.9,4.22
TX,Kendall County,24.2,7.46
TX,Kenedy County,28.4,6.3
TX,Kent County,29.7,4.62
TX,Kerr County,27.9,6.6
TX,Kimble County,34.0,7.22
TX,King County,37.4,5.62
TX,Kinney County,28.0,4.1
TX,Kleberg County,21.7,4.32
TX,Knox County,33.5,4.46
TX,Lamar County,33.8,6.22
TX,Lamb County,31.0,8.04
TX,Lampasas County,26.3,6.0
TX,La Salle County,35.5,3.94
TX,Lavaca County,41.7,4.5
TX,Lee County,37.0,5.32
TX,Leon County,38.0,5.22
TX,Liberty County,39.1,4.1
TX,Limestone County,33.7,4.74
TX,Lipscomb County,33.6,4.88
TX,Live Oak County,35.2,5.16
TX,Llano County,26.8,2.22
TX,Loving County,31.3,5.52
TX,Lubbock County,25.5,7.52
TX,Lynn County,33.1,4.1
TX,McCulloch County,32.1,4.58
TX,McLennan County,28.5,8.38
TX,McMullen County,34.6,11.62
TX,Madison County,36.9,5.2
TX,Marion County,39.5,5.28
TX,Martin County,30.6,3.78
TX,Mason County,33.7,6.56
TX,Matagorda County,33.4,4.62
TX,Maverick County,21.0,5.76
TX,Medina County,31.7,4.64
TX,Menard County,36.0,4.92
TX,Midland County,24.5,3.62
TX,Milam County,36.7,9.4
TX,Mills County,27.1,4.74
TX,Mitchell County,33.9,5.62
TX,Montague County,35.6,5.44
TX,Montgomery County,24.1,9.22
TX,Moore County,25.2,4.94
TX,Morris County,37.9,5.68
TX,Motley County,34.8,3.98
TX,Nacogdoches County,28.1,3.68
TX,Navarro County,30.2,8.52
TX,Newton County,49.9,5.76
TX,Nolan County,33.7,6.04
TX,Nueces County,28.4,4.82
TX,Ochiltree County,30.1,3.1
TX,Oldham County,25.4,5.12
TX,Orange County,39.3,6.88
TX,Palo Pinto County,35.4,4.12
TX,Panola County,32.2,11.9
TX,Parker County,27.5,5.4
TX,Parmer County,31.0,3.6
TX,Pecos County,34.4,4.36
TX,Polk County,38.5,6.86
TX,Potter County,28.9,8.08
TX,Presidio County,18.7,5.38
TX,Rains County,41.0,5.46
TX,Randall County,22.2,4.32
TX,Reagan County,35.7,6.1
TX,Real County,26.2,4.8
TX,Red River County,38.8,4.58
TX,Reeves County,26.4,5.64
TX,Refugio County,36.6,11.3
TX,Roberts County,29.1,10.24
TX,Robertson County,35.3,6.78
TX,Rockwall County,22.2,7.1
TX,Runnels County,36.3,4.7
TX,Rusk County,32.1,4.14
TX,Sabine County,44.8,4.38
TX,San Augustine County,43.4,3.26
TX,San Jacinto County,45.6,6.3
TX,San Patricio County,31.6,3.46
TX,San Saba County,31.7,5.64
TX,Schleicher County,24.6,5.5
TX,Scurry County,32.9,14.08
TX,Shackelford County,29.2,4.96
TX,Shelby County,35.6,3.46
TX,Sherman County,26.3,4.28
TX,Smith County,25.2,5.36
TX,Somervell County,30.4,5.92
TX,Starr County,23.9,5.1
TX,Stephens County,33.8,4.58
TX,Sterling County,36.9,4.66
TX,Stonewall County,40.2,5.3
TX,Sutton County,28.2,4.16
TX,Swisher County,37.2,6.68
TX,Tarrant County,23.7,4.6
TX,Taylor County,29.9,4.16
TX,Terrell County,31.8,6.76
TX,Terry County,31.1,8.66
TX,Throckmorton County,31.4,5.92
TX,Titus County,29.1,4.12
TX,Tom Green County,29.5,6.18
TX,Travis County,17.0,6.58
TX,Trinity County,40.2,5.6
TX,Tyler County,42.8,4.9
TX,Upshur County,32.8,5.82
TX,Upton County,37.6,5.84
TX,Uvalde County,22.2,4.56
TX,Val Verde County,25.5,5.16
TX,Van Zandt County,35.1,5.52
TX,Victoria County,31.7,5.3
TX,Walker County,36.6,4.2
TX,Waller County,30.5,5.04
TX,Ward County,34.6,5.28
TX,Washington County,31.4,13.84
TX,Webb County,25.6,4.38
TX,Wharton County,33.8,4.58
TX,Wheeler County,31.3,5.8
TX,Wichita County,31.9,5.42
TX,Wilbarger County,31.5,6.3
TX,Willacy County,34.8,3.94
TX,Williamson County,20.6,4.68
TX,Wilson County,35.1,7.3
TX,Winkler County,28.7,13.0
TX,Wood County,33.8,4.74
TX,Yoakum County,29.2,4.38
TX,Young County,34.3,3.54
TX,Zapata County,22.6,6.06
TX,Zavala County,27.8,4.86
UT,Beaver County,37.2,5.9
UT,Box Elder County,32.1,6.2
UT,Cache County,21.7,8.98
UT,Carbon County,27.2,6.88
UT,Daggett County,40.0,5.02
UT,Davis County,21.2,4.56
UT,Duchesne County,36.0,4.92
UT,Emery County,32.7,3.92
UT,Garfield County,34.5,3.66
UT,Grand County,27.3,7.0
UT,Iron County,24.3,4.2
UT,Juab County,36.6,3.92
UT,Kane County,30.0,8.14
UT,Millard County,31.1,4.92
UT,Morgan County,21.6,5.08
UT,Piute County,37.1,3.72
UT,Rich County,36.5,4.8
UT,Salt Lake County,22.7,5.74
UT,San Juan County,31.8,3.76
UT,Sanpete County,27.2,4.34
UT,Sevier County,31.0,4.9
UT,Summit County,15.5,9.6
UT,Tooele County,32.0,4.78
UT,Utah County,16.6,3.86
UT,Wasatch County,18.5,4.7
UT,Washington County,24.0,5.1
UT,Wayne County,23.9,3.14
UT,Weber County,29.3,6.34
VT,Addison County,32.0,4.42
VT,Bennington County,30.3,5.28
VT,Caledonia County,36.4,3.74
VT,Chittenden County,20.3,6.42
VT,Essex County,44.1,4.8
VT,Franklin County,37.8,4.02
VT,Grand Isle County,28.4,4.26
VT,Lamoille County,26.6,3.7
VT,Orleans County,38.7,6.34
VT,Rutland County,34.6,4.42
VT,Washington County,28.6,5.94
VT,Windham County,30.6,5.4
VT,Windsor County,31.5,5.52
VA,Accomack County,40.5,3.18
VA,Albemarle County,17.8,4.68
VA,Alleghany County,38.0,4.66
VA,Amelia County,36.8,4.98
VA,Amherst County,34.9,6.22
VA,Appomattox County,35.4,4.68
VA,Arlington County,8.2,8.12
VA,Augusta County,38.6,10.48
VA,Bath County,41.2,6.94
VA,Bedford County,30.6,5.48
VA,Bland County,37.7,6.12
VA,Botetourt County,33.8,6.74
VA,Brunswick County,37.8,6.04
VA,Buchanan County,35.2,6.88
VA,Buckingham County,42.0,4.96
VA,Campbell County,34.0,4.38
VA,Caroline County,37.5,6.22
VA,Carroll County,34.9,4.8
VA,Charles City County,40.6,5.92
VA,Charlotte County,41.1,10.42
VA,Chesterfield County,23.8,6.28
VA,Clarke County,28.9,6.04
VA,Craig County,46.2,4.08
VA,Culpeper County,32.3,4.42
VA,Cumberland County,35.7,4.78
VA,Dickenson County,34.0,4.38
VA,Dinwiddie County,36.5,5.44
VA,Essex County,37.4,4.66
VA,Fairfax County,12.7,6.18
VA,Fauquier County,28.1,4.66
VA,Floyd County,35.4,4.66
VA,Fluvanna County,26.5,7.66
VA,Franklin County,33.4,4.42
VA,Frederick County,31.2,6.58
VA,Giles County,39.3,7.66
VA,Gloucester County,33.1,4.54
VA,Goochland County,27.8,4.92
VA,Grayson County,40.2,7.8
VA,Greene County,32.4,4.04
VA,Greensville County,41.9,5.34
VA,Halifax County,35.2,4.76
VA,Hanover County,26.7,5.54
VA,Henrico County,22.7,5.4
VA,Henry County,33.4,4.98
VA,Highland County,39.8,7.18
VA,Isle of Wight County,27.3,7.84
VA,James City County,19.5,4.06
VA,King and Queen County,41.1,4.98
VA,King George County,27.0,6.06
VA,King William County,38.1,3.9
VA,Lancaster County,30.8,4.7
VA,Lee County,34.7,7.62
VA,Loudoun County,13.2,4.92
VA,Louisa County,35.9,4.98
VA,Lunenburg County,35.5,4.76
VA,Madison County,35.9,4.5
VA,Mathews County,33.7,7.58
VA,Mecklenburg County,32.8,6.84
VA,Middlesex County,32.4,5.36
VA,Montgomery County,22.1,5.4
VA,Nelson County,34.0,8.02
VA,New Kent County,33.0,6.8
VA,Northampton County,32.1,6.2
VA,Northumberland County,31.2,4.58
VA,Nottoway County,36.5,7.2
VA,Orange County,33.8,6.12
VA,Page County,44.1,4.62
VA,Patrick County,35.3,6.42
VA,Pittsylvania County,36.1,4.58
VA,Powhatan County,30.0,5.36
VA,Prince Edward County,34.6,4.48
VA,Prince George County,33.0,5.32
VA,Prince William County,21.3,4.6
VA,Pulaski County,33.9,7.72
VA,Rappahannock County,26.5,6.06
VA,Richmond County,40.9,4.96
VA,Roanoke County,25.8,7.9
VA,Rockbridge County,37.4,4.96
VA,Rockingham County,35.0,5.28
VA,Russell County,35.5,5.16
VA,Scott County,38.1,6.32
VA,Shenandoah County,39.7,8.02
VA,Smyth County,38.3,7.94
VA,Southampton County,34.6,5.5
VA,Spotsylvania County,31.4,5.7
VA,Stafford County,23.1,6.06
VA,Surry County,30.1,9.06
VA,Sussex County,39.3,6.56
VA,Tazewell County,34.6,4.82
VA,Warren County,37.7,3.6
VA,Washington County,32.2,6.16
VA,Westmoreland County,35.0,6.12
VA,Wise County,32.7,4.3
VA,Wythe County,37.2,5.38
VA,York County,19.5,5.76
VA,Alexandria city,11.9,7.46
VA,Bedford city,,8.38
VA,Bristol city,33.9,8.42
VA,Buena Vista city,40.6,3.94
VA,Charlottesville city,21.6,3.46
VA,Chesapeake city,26.0,8.06
VA,Clifton Forge city,,5.9
VA,Colonial Heights city,34.8,7.18
VA,Covington city,41.5,6.86
VA,Danville city,28.1,6.04
VA,Emporia city,36.4,8.7
VA,Fairfax city,16.1,7.66
VA,Falls Church city,6.5,6.44
VA,Franklin city,27.8,4.72
VA,Fredericksburg city,25.0,4.58
VA,Galax city,37.7,10.0
VA,Hampton city,27.6,6.16
VA,Harrisonburg city,26.2,6.46
VA,Hopewell city,36.7,7.52
VA,Lexington city,17.8,10.26
VA,Lynchburg city,25.5,4.5
VA,Manassas city,25.6,7.28
VA,Manassas Park city,27.4,6.74
VA,Martinsville city,29.2,6.04
VA,Newport News city,27.8,5.82
VA,Norfolk city,26.5,4.98
VA,Norton city,23.2,5.06
VA,Petersburg city,33.0,5.76
VA,Poquoson city,25.0,4.8
VA,Portsmouth city,29.5,5.54
VA,Radford city,23.6,7.0
VA,Richmond city,22.8,5.12
VA,Salem city,30.2,7.6
VA,Staunton city,28.8,5.94
VA,Suffolk city,28.1,7.78
VA,Virginia Beach city,22.3,6.62
VA,Waynesboro city,34.9,8.8
VA,Williamsburg city,14.5,7.58
VA,Winchester city,27.9,7.38
WA,Adams County,26.5,7.46
WA,Asotin County,29.1,12.16
WA,Benton County,24.6,8.54
WA,Chelan County,28.6,6.68
WA,Clallam County,26.9,7.94
WA,Clark County,25.2,10.44
WA,Columbia County,25.9,6.78
WA,Cowlitz County,31.0,8.28
WA,Douglas County,28.8,4.8
WA,Ferry County,31.5,6.54
WA,Franklin County,25.9,7.08
WA,Garfield County,31.7,8.2
WA,Grant County,26.4,9.64
WA,Grays Harbor County,33.4,6.28
WA,Island County,22.8,8.94
WA,Jefferson County,22.1,7.76
WA,King County,16.0,10.04
WA,Kitsap County,22.6,10.7
WA,Kittitas County,24.9,7.52
WA,Klickitat County,27.7,5.4
WA,Lewis County,30.9,7.78
WA,Lincoln County,31.2,8.72
WA,Mason County,31.7,5.56
WA,Okanogan County,30.1,7.46
WA,Pacific County,32.5,9.8
WA,Pend Oreille County,30.6,6.82
WA,Pierce County,28.2,10.36
WA,San Juan County,17.2,6.42
WA,Skagit County,26.6,6.78
WA,Skamania County,28.6,5.56
WA,Snohomish County,24.2,8.96
WA,Stevens County,33.3,7.18
WA,Thurston County,22.6,5.36
WA,Wahkiakum County,30.6,9.68
WA,Walla Walla County,22.4,9.68
WA,Whatcom County,23.8,7.54
WA,Whitman County,16.7,5.52
WA,Yakima County,28.3,11.36
WV,Barbour County,43.9,5.56
WV,Berkeley County,37.7,8.52
WV,Boone County,50.5,7.44
WV,Braxton County,51.1,7.74
WV,Brooke County,40.0,6.94
WV,Cabell County,31.9,6.34
WV,Calhoun County,45.8,8.08
WV,Clay County,46.9,8.46
WV,Doddridge County,41.9,5.86
WV,Fayette County,44.4,7.12
WV,Gilmer County,38.4,4.46
WV,Grant County,46.9,5.98
WV,Greenbrier County,40.9,7.26
WV,Hampshire County,49.6,9.6
WV,Hancock County,42.6,10.26
WV,Hardy County,47.1,12.62
WV,Harrison County,37.9,6.36
WV,Jackson County,40.9,8.02
WV,Jefferson County,32.2,8.98
WV,Kanawha County,37.3,7.5
WV,Lewis County,50.3,7.46
WV,Lincoln County,44.1,11.7
WV,Logan County,41.4,4.68
WV,McDowell County,44.9,6.0
WV,Marion County,40.1,5.98
WV,Marshall County,46.1,9.16
WV,Mason County,47.6,5.84
WV,Mercer County,38.7,5.2
WV,Mineral County,48.9,8.06
WV,Mingo County,41.2,8.42
WV,Monongalia County,30.4,6.26
WV,Monroe County,49.9,5.72
WV,Morgan County,40.9,7.16
WV,Nicholas County,45.9,7.24
WV,Ohio County,34.9,6.64
WV,Pendleton County,48.5,10.84
WV,Pleasants County,49.6,7.36
WV,Pocahontas County,48.4,5.86
WV,Preston County,48.4,6.54
WV,Putnam County,38.3,8.98
WV,Raleigh County,40.1,7.44
WV,Randolph County,46.2,7.0
WV,Ritchie County,48.3,9.18
WV,Roane County,45.5,9.6
WV,Summers County,41.0,9.92
WV,Taylor County,42.3,6.24
WV,Tucker County,50.1,9.62
WV,Upshur County,46.8,8.72
WV,Wayne County,41.0,7.48
WV,Webster County,46.0,6.14
WV,Wetzel County,47.9,9.26
WV,Wirt County,48.8,5.04
WV,Wood County,37.2,5.58
WV,Wyoming County,47.6,7.7
WI,Adams County,42.9,5.62
WI,Ashland County,34.9,5.58
WI,Barron County,38.7,5.32
WI,Bayfield County,30.0,6.94
WI,Brown County,31.3,3.82
WI,Buffalo County,42.0,5.42
WI,Burnett County,39.3,8.06
WI,Calumet County,32.3,5.88
WI,Chippewa County,37.8,5.46
WI,Clark County,42.5,4.68
WI,Columbia County,35.0,7.4
WI,Crawford County,41.8,5.0
WI,Dane County,18.4,8.98
WI,Dodge County,40.7,4.92
WI,Door County,32.5,4.74
WI,Douglas County,32.9,6.34
WI,Dunn County,34.7,5.16
WI,Eau Claire County,26.1,9.42
WI,Florence County,38.3,5.94
WI,Fond du Lac County,37.9,5.18
WI,Forest County,40.0,6.48
WI,Grant County,38.6,6.32
WI,Green County,37.9,5.12
WI,Green Lake County,42.1,4.54
WI,Iowa County,36.1,4.48
WI,Iron County,34.7,7.42
WI,Jackson County,42.3,6.58
WI,Jefferson County,35.7,6.1
WI,Juneau County,41.8,5.3
WI,Kenosha County,32.3,6.88
WI,Kewaunee County,42.4,7.1
WI,La Crosse County,26.4,12.42
WI,Lafayette County,40.5,6.98
WI,Langlade County,42.2,5.68
WI,Lincoln County,39.6,6.34
WI,Manitowoc County,40.5,6.98
WI,Marathon County,36.2,4.96
WI,Marinette County,43.1,4.44
WI,Marquette County,42.8,4.8
WI,Menominee County,42.0,4.64
WI,Milwaukee County,27.9,6.08
WI,Monroe County,38.8,5.72
WI,Oconto County,44.0,5.62
WI,Oneida County,33.3,6.84
WI,Outagamie County,33.7,5.02
WI,Ozaukee County,21.9,6.3
WI,Pepin County,42.3,7.02
WI,Pierce County,33.7,4.68
WI,Polk County,39.1,5.16
WI,Portage County,32.7,8.96
WI,Price County,41.1,6.1
WI,Racine County,31.4,4.96
WI,Richland County,41.4,5.4
WI,Rock County,36.5,4.72
WI,Rusk County,42.8,4.96
WI,St. Croix County,26.8,8.22
WI,Sauk County,36.6,5.7
WI,Sawyer County,34.8,6.3
WI,Shawano County,45.0,4.72
WI,Sheboygan County,36.9,4.62
WI,Taylor County,46.1,5.9
WI,Trempealeau County,39.3,7.1
WI,Vernon County,38.0,5.18
WI,Vilas County,31.2,6.44
WI,Washburn County,37.9,3.54
WI,Washington County,30.4,5.04
WI,Waukesha County,24.2,4.64
WI,Waupaca County,43.1,4.42
WI,Waushara County,41.8,4.24
WI,Winnebago County,34.0,4.34
WI,Wood County,38.9,5.96
WY,Albany County,16.8,4.44
WY,Big Horn County,29.9,5.04
WY,Campbell County,34.9,4.6
WY,Carbon County,34.8,5.5
WY,Converse County,37.9,5.14
WY,Crook County,32.6,3.36
WY,Fremont County,32.5,4.76
WY,Goshen County,29.7,4.36
WY,Hot Springs County,27.6,5.0
WY,Johnson County,33.2,5.06
WY,Laramie County,26.5,4.84
WY,Lincoln County,31.3,4.86
WY,Natrona County,29.1,5.28
WY,Niobrara County,27.7,4.64
WY,Park County,25.5,3.78
WY,Sheridan County,24.9,20.34
WY,Sublette County,37.5,16.4
WY,Sweetwater County,34.1,16.32
WY,Teton County,15.8,16.24
WY,Uinta County,36.6,16.7
WY,Washakie County,30.8,15.54
WY,Weston County,32.7,14.86
PR,Adjuntas Municipio,24.7,17.98
PR,Aguada Municipio,22.2,14.64
PR,Aguadilla Municipio,26.8,9.88
PR,Aguas Buenas Municipio,31.0,15.46
PR,Aibonito Municipio,34.3,11.5
PR,Aasco Municipio,32.7,13.94
PR,Arecibo Municipio,30.2,12.72
PR,Arroyo Municipio,36.9,9.5
PR,Barceloneta Municipio,33.5,11.96
PR,Barranquitas Municipio,32.2,12.58
PR,Bayamn Municipio,23.8,16.26
PR,Cabo Rojo Municipio,25.1,20.72
PR,Caguas Municipio,26.5,11.88
PR,Camuy Municipio,26.8,19.88
PR,Canvanas Municipio,31.4,17.54
PR,Carolina Municipio,25.8,14.48
PR,Catao Municipio,29.1,5.18
PR,Cayey Municipio,30.2,8.58
PR,Ceiba Municipio,33.4,16.3
PR,Ciales Municipio,29.8,17.7
PR,Cidra Municipio,32.2,22.92
PR,Coamo Municipio,32.8,19.3
PR,Comero Municipio,31.3,20.78
PR,Corozal Municipio,27.2,6.2
PR,Culebra Municipio,35.8,10.02
PR,Dorado Municipio,25.1,16.04
PR,Fajardo Municipio,32.3,14.16
PR,Florida Municipio,42.2,16.88
PR,Gunica Municipio,37.9,15.58
PR,Guayama Municipio,35.2,16.12
PR,Guayanilla Municipio,29.2,15.56
PR,Guaynabo Municipio,16.8,14.88
PR,Gurabo Municipio,23.8,22.22
PR,Hatillo Municipio,20.8,21.4
PR,Hormigueros Municipio,28.9,19.5
PR,Humacao Municipio,30.3,16.0
PR,Isabela Municipio,29.8,12.38
PR,Jayuya Municipio,38.9,17.62
PR,Juana Daz Municipio,31.7,13.22
PR,Juncos Municipio,30.5,18.56
PR,Lajas Municipio,26.0,20.66
PR,Lares Municipio,23.5,16.12
PR,Las Maras Municipio,30.4,17.84
PR,Las Piedras Municipio,32.8,16.72
PR,Loza Municipio,39.4,14.78
PR,Luquillo Municipio,34.2,15.42
PR,Manat Municipio,26.3,17.82
PR,Maricao Municipio,35.3,23.0
PR,Maunabo Municipio,24.6,19.34
PR,Mayagez Municipio,29.8,14.94
PR,Moca Municipio,31.3,17.78
PR,Morovis Municipio,27.2,18.36
PR,Naguabo Municipio,28.6,11.32
PR,Naranjito Municipio,25.7,18.36
PR,Orocovis Municipio,32.9,24.6
PR,Patillas Municipio,31.1,17.1
PR,Peuelas Municipio,30.8,8.16
PR,Ponce Municipio,29.5,14.7
PR,Quebradillas Municipio,29.0,21.6
PR,Rincn Municipio,25.2,18.68
PR,Ro Grande Municipio,33.0,8.98
PR,Sabana Grande Municipio,34.4,9.86
PR,Salinas Municipio,34.4,7.6
PR,San Germn Municipio,30.3,17.82
PR,San Juan Municipio,21.5,13.1
PR,San Lorenzo Municipio,28.0,15.32
PR,San Sebastin Municipio,24.4,12.88
PR,Santa Isabel Municipio,34.6,20.88
PR,Toa Alta Municipio,24.3,20.78
PR,Toa Baja Municipio,28.6,20.22